"_5_digit_ntd_id","agency","max_reporter_type","max_organization_type","max_city","max_state","report_year","max_agency_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles"
"00345","Glacier Valley Transit","Rural Reporter","Private-Non-Profit Corporation","Girdwood","AK","2023","2",,,"0",,,,"0","82937","0","0","0","6475","0",,,"0","0","0",,"0","0",,"66316",,,"0","0"
"00347","Regional Public Transportation, Inc., dba: SMART Transit","Rural Reporter","Private-Non-Profit Corporation","Moscow","ID","2023","5",,,"0",,,,"0","85844","0","0","0","8216","0",,,"0","0","0",,"0","0",,"86747",,"2076","0","0"
"00348","Senior Citizens of Sweet Home, Inc.","Rural Reporter","Private-Non-Profit Corporation",,"OR","2023","11",,,"0",,,,"0","327278","0","0","0","18888","0",,,"0","0","0",,"0","0",,"51916",,"4673","0","0"
"00354","Catholic Community Service, Sitka, dba: Catholic Community Service","Rural Reporter","Private-Non-Profit Corporation","Juneau","AK","2023","3",,,"0",,,,"0","9352","0","0","0","2262","0",,,"0","0","0",,"0","0",,"3326",,"15","0","0"
"00357","TransIV Buses - College of Southern Idaho","Rural Reporter","Independent Public Agency or Authority of Transit Service","Twin Falls","ID","2023","9",,,"0",,,,"0","7365","0","0","0","1610","0",,,"0","0","0",,"0","0",,"1512",,"0","0","0"
"00358","Ketchikan Gateway Borough, dba: The Bus","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Ketchikan","AK","2023","10",,,"0",,,,"0","355974","0","0","0","25153","0",,,"0","0","0",,"0","0",,"395056",,"1739","0","0"
"00359","City of Pendleton","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Pendleton","OR","2023","6",,,"0",,,,"0","137756","0","0","0","14627","0",,,"0","0","0",,"0","0",,"39535",,"0","0","0"
"00360","City of Woodburn, dba: Woodburn Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Woodburn","OR","2023","5",,,"0",,,,"0","132231","0","0","0","9341","0",,,"0","0","0",,"0","0",,"49732",,"0","0","0"
"00363","Clackamas County , dba: Mt Hood Express and #ClackCo Shuttles","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Oregon City","OR","2023","28","71317","Portland, OR--WA","519.3","2104238","1883","422537","0","702482","0","0","0","41095","0",,,"0","0","0",,"0","0",,"120958",,"0","0","0"
"00364","Lewis County Transit","Rural Reporter","Independent Public Agency or Authority of Transit Service","Centralia","WA","2023","18",,,"0",,,,"0","703888","0","0","0","34830","0",,,"0","0","0",,"0","0",,"200501",,"0","0","0"
"00368","Lower Columbia Community Action Council, dba: Lower Columbia CAP","Rural Reporter","Private-Non-Profit Corporation","Longview","WA","2023","6",,,"0",,,,"0","132443","0","0","0","3915","0",,,"0","0","0",,"0","0",,"10640",,"238","0","0"
"00371","Wahkiakum County, dba: Wahkiakum on the Move","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cathlamet","WA","2023","7",,,"0",,,,"0","167472","0","0","0","7336","0",,,"0","0","0",,"0","0",,"10355",,"1133","0","0"
"00373","Treasure Valley Transit","Reduced Reporter","Private-Non-Profit Corporation","Nampa","ID","2023","26","60976","Nampa, ID","65.86","177561","234","151487","0","549064","0","0","0","27423","0",,,"0","0","0",,"0","0",,"101892",,"0","0","0"
"00374","Harney County, dba: Harney Hub Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Burns","OR","2023","10",,,"0",,,,"0","205028","0","0","0","14361","0",,,"0","0","0",,"0","0",,"35605",,"1215","0","0"
"00375","Columbia County, dba: Columbia County Rider Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Saint Helens","OR","2023","7",,,"0",,,,"0","128284","0","0","0","6391","0",,,"0","0","0",,"0","0",,"19578",,"3816","0","0"
"00376","Ride Connection, Inc.","Full Reporter","Private-Non-Profit Corporation","Portland","OR","2023","59","71317","Portland, OR--WA","519.3","2104238","1192","1415800","652293","890188","26494","303379","58406","70340","3077","0","0","0","0","0",,"0","0",,"164113","0","0","894584","0"
"00377","City of Lebanon, dba: Lebanon Interneighborhood Express","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lebanon","OR","2023","8",,,"0",,,,"0","125246","0","0","0","11679","0",,,"0","0","0",,"0","0",,"47851",,"0","0","0"
"00378","Central Area Rural Transit System, Inc., dba: Central Area Rural Transit System","Rural Reporter","Private-Non-Profit Corporation","Soldotna","AK","2023","25",,,"0",,,,"0","214810","0","0","0","14153","0",,,"0","0","0",,"0","0",,"28357",,"2392","0","0"
"00382","Inter-Island Ferry Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Craig","AK","2023","1",,,"0",,,,"0","25704","0","0","0","2142","0",,,"0","0","0",,"0","0",,"45673",,,"0","0"
"00383","Columbia County Public Transportation","Rural Reporter","Independent Public Agency or Authority of Transit Service","Dayton","WA","2023","11",,,"0",,,,"0","228253","0","0","0","9227","0",,,"0","0","0",,"0","0",,"43059",,"0","0","0"
"00386","Special Mobility Services","Rural Reporter","Private-Non-Profit Corporation","Portland","OR","2023","6",,,"0",,,,"0","163602","0","0","0","7153","0",,,"0","0","0",,"0","0",,"8606",,"0","0","0"
"00387","City of Bethel, dba: Bethel Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bethel","AK","2023","1",,,"0",,,,"0","37600","0","0","0","2625","0",,,"0","0","0",,"0","0",,"11876",,,"0","0"
"00389","City of Sandy","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sandy","OR","2023","6",,,"0",,,,"0","305703","0","0","0","16041","0",,,"0","0","0",,"0","0",,"79857",,"0","0","0"
"00391","City and Borough of Juneau, dba: Capital Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Juneau","AK","2023","18",,,"0",,,,"0","652800","0","0","0","43110","0",,,"0","0","0",,"0","0",,"713103",,"2631","0","0"
"00396","Mid-Columbia Economic Development District","Rural Reporter","City, County or Local Government Unit or Department of Transportation","The Dalles","OR","2023","7",,,"0",,,,"0","160984","0","0","0","13133","0",,,"0","0","0",,"0","0",,"20235",,"1163","0","0"
"00398","Coastal Community Action Program","Rural Reporter","Private-Non-Profit Corporation","Aberdeen","WA","2023","6",,,"0",,,,"0","259279","0","0","0","10304","0",,,"0","0","0",,"0","0",,"10843",,"0","0","0"
"00399","Sunshine Transit","Rural Reporter","Private-Non-Profit Corporation","Talkeetna","AK","2023","12",,,"0",,,,"0","169035","0","0","0","8616","0",,,"0","0","0",,"0","0",,"16220",,"1090","0","0"
"00400","Gwichyaa Zhee Tribal Transit Service, dba: Native Village of Fort Yukon","Reduced Reporter","Tribe","Fort Yukon","AK","2023","1","00002","Alaska Non-UZA","0","359299",,,"0","9677","0","0","0","1247","0",,,"0","0","0",,"0","0",,"2873",,,"0","0"
"00401","Lower Elwha Klallam Tribe","Reduced Reporter","Tribe","Port Angeles","WA","2023","1","00053","Washington Non-UZA","0","1895776",,,"0","14686","0","0","0","654","0",,,"0","0","0",,"0","0",,"720",,,"0","0"
"00403","Lemhi Ride","Rural Reporter","Private-Non-Profit Corporation","Salmon","ID","2023","3",,,"0",,,,"0","22951","0","0","0","1560","0",,,"0","0","0",,"0","0",,"10274",,"2456","0","0"
"00404","Shoshone County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Wallace","ID","2023","2",,,"0",,,,"0","73237","0","0","0","3681","0",,,"0","0","0",,"0","0",,"16292",,"2154","0","0"
"00405","Okanogan County Transit Authority, dba: TranGO","Rural Reporter","Independent Public Agency or Authority of Transit Service","Okanogan","WA","2023","15",,,"0",,,,"0","531719","0","0","0","18014","0",,,"0","0","0",,"0","0",,"51832",,,"0","0"
"00407","Muckleshoot Indian Tribe","Reduced Reporter","Tribe","Auburn","WA","2023","4","80389","Seattle--Tacoma, WA","982.52","3544011",,,"0","169121","0","0","0","13416","0",,,"0","0","0",,"0","0",,"31598",,,"0","0"
"00409","Morrow County, dba: Morrow County Loop","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Heppner","OR","2023","9",,,"0",,,,"0","131622","0","0","0","5731","0",,,"0","0","0",,"0","0",,"4336",,"512","0","0"
"00414","Ninilchik Village, dba: BUMPS (Basic Unified Multi Path Services)","Reduced Reporter","Tribe","Ninilchik","AK","2023","3","00002","Alaska Non-UZA","0","359299",,,"0","35901","0","0","0","937","0",,,"0","0","0",,"0","0",,"528",,,"0","0"
"00415","Ada County Highway District, dba: ACHD Commuteride","Full Reporter","City, County or Local Government Unit or Department of Transportation","Boise","ID","2023","92","08785","Boise City, ID","139.23","433180","252","813042","1390404","1390404","0","0","29250","29250","0",,,"0","0","0",,"0","0",,"130715",,,"5076885","0"
"00416","Boise State University, dba: Bronco Shuttles","Reduced Reporter","University","Boise","ID","2023","9","08785","Boise City, ID","139.23","433180","5","29260","0","128744","0","0","0","19148","0",,,"0","0","0",,"0","0",,"151658",,,"0","0"
"00419","Kenaitze Indian Tribe","Reduced Reporter","Tribe","Kenai","AK","2023","7","00002","Alaska Non-UZA","0","359299",,,"0","75634","0","0","0","4610","0",,,"0","0","0",,"0","0",,"12078",,"0","0","0"
"00420","Native Village of Unalakleet","Reduced Reporter","Tribe","Unalakleet","AK","2023","1","00002","Alaska Non-UZA","0","359299",,,"0","5341","0","0","0","561","0",,,"0","0","0",,"0","0",,"6286",,"5810","0","0"
"00459","Umpqua Public Transportation District","Rural Reporter","Independent Public Agency or Authority of Transit Service","Roseburg","OR","2023","18",,,"0",,,,"0","669144","0","0","0","37462","0",,,"0","0","0",,"0","0",,"110991",,"0","0","0"
"00460","Craig Tribal Association","Reduced Reporter","Tribe","Craig","AK","2023","2","00002","Alaska Non-UZA","0","359299",,,"0","63825","0","0","0","1922","0",,,"0","0","0",,"0","0",,"1701",,,"0","0"
"00462","Noorvik Native Community","Reduced Reporter","Tribe","Noorvik","AK","2023","1","00002","Alaska Non-UZA","0","359299",,,"0","900","0","0","0","325","0",,,"0","0","0",,"0","0",,"625",,"0","0","0"
"00463","Petersburg Indian Association","Reduced Reporter","Tribe","Petersburg","AK","2023","1","00002","Alaska Non-UZA","0","359299",,,"0","9701","0","0","0","812","0",,,"0","0","0",,"0","0",,"7146",,"0","0","0"
"00464","Lane Council of Governments, dba: Link Lane","Rural Reporter","MPO, COG or Other Planning Agency","Eugene","OR","2023","4",,,"0",,,,"0","153012","0","0","0","5650","0",,,"0","0","0",,"0","0",,"10585",,,"0","0"
"10001","Rhode Island Public Transit Authority, dba: RIPTA","Full Reporter","Independent Public Agency or Authority of Transit Service","Providence","RI","2023","303","72505","Providence, RI--MA","544.25","1285806","1436","1048319","14314148","12727557","2005700","9509136","760531","699965","74447","0","0","0","0","0",,"0","0",,"11412537","288227","6286","54303315","2.72"
"10002","Manchester Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Manchester","NH","2023","21","53740","Manchester, NH","80.63","163289","235","248263","0","808331","0","0","0","73508","0",,,"0","0","0",,"0","0",,"322285",,"0","0","0"
"10003","Massachusetts Bay Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Boston","MA","2023","2208","09271","Boston, MA--NH","1655.89","4382009","3244","3109308","83484452","77444827","6039625","71445322","6364607","5872406","492201","0","0","0","10658532","10400942","257590","720215","699940","20275","234975556","908937","0","1103417623","993.05"
"10004","Brockton Area Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Brockton","MA","2023","82","09271","Boston, MA--NH","1655.89","4382009","86","255876","1761548","1664039","97509","1232965","172930","163109","9821","0","0","0","0","0",,"0","0",,"1859235","20286","49313","10696156","0"
"10005","Lowell Regional Transit Authority, dba: LRTA","Full Reporter","Independent Public Agency or Authority of Transit Service","Lowell","MA","2023","72","09271","Boston, MA--NH","1655.89","4382009","282","370594","1548918","1436786","112132","955360","106202","99483","6719",,,"0","0","0",,"0","0",,"812372","55802",,"4282663","0"
"10006","Southeastern Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","New Bedford","MA","2023","74","61786","New Bedford, MA","59.31","155491","289","308614","2391328","2244380","146948","1573367","177446","168287","9159","0","0","0","0","0",,"0","0",,"2368548","76665","0","8819684","0"
"10007","Berkshire Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Pittsfield","MA","2023","27","69778","Pittsfield, MA","30.46","50720","384","127500","1190125","1125477","64648","902176","72076","66240","5836","0","0","0","0","0",,"0","0",,"509964","23360","0","3054823","0"
"10008","Pioneer Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Springfield","MA","2023","202","83926","Springfield, MA--CT","201.77","442145","627","582689","7225316","6462460","762856","4511825","496304","445419","50885","0","0","0","0","0",,"0","0",,"7079756","108946","0","27546334","0"
"10013","Merrimack Valley Regional Transit Authority, dba: Merrimack Valley Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Haverhill","MA","2023","81","09271","Boston, MA--NH","1655.89","4382009","225","398382","2738077","2373658","364419","1507710","207455","192868","14587","0","0","0","0","0",,"0","0",,"1886152","68242","0","9138820","0"
"10014","Worcester Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Worcester","MA","2023","103","97291","Worcester, MA--CT","260.29","482085","866","578732","3180010","3350635","220412","2102166","235637","251389","11061",,,"0","0","0",,"0","0",,"4133429","96619",,"16612797","0"
"10015","Lewiston-Auburn Transit Committee","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Auburn","ME","2023","9","49339","Lewiston, ME","31.42","60743","19","46052","0","251620","0","0","0","20084","0",,,"0","0","0",,"0","0",,"270483",,"0","0","0"
"10016","Greater Portland Transit District, dba: METRO","Full Reporter","Independent Public Agency or Authority of Transit Service","Portland","ME","2023","29","71263","Portland, ME","123.88","205356","71","109535","1452140","1377464","74676","1379199","105586","102442","3144","0","0","0","0","0",,"0","0",,"1694203",,,"9826377","0"
"10017","Greater Hartford Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Hartford","CT","2023","136","37243","Hartford, CT","535.93","977158","307","741035","5137590","4170448","967142","0","347936","266928","81008",,,"0","0","0",,"0","0",,"503701","503701",,"4871394","0"
"10040","Southeast Area Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Preston","CT","2023","26","64135","Norwich--New London, CT","116.72","167432","156","167885","1393516","1247498","146018","1038489","91186","82923","8263",,,"0","0","0",,"0","0",,"1211688","6464","0","6890209","0"
"10042","Valley Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Derby","CT","2023","12","10162","Bridgeport--Stamford, CT--NY","397.29","916408","58","88770","246154","222292","23862","0","18239","15847","2392",,,"0","0","0",,"0","0",,"48819","8997",,"277875","0"
